incidnet_id ,status,service,title,improvement_possible,recognition_type,incident_grade,propagation_grade,occurred_at,ended_at,root_cause_L1,root_cause_L2,action_summary,cause_type_L1,cause_type_L2,cause_type_L3
INM24071130162,종료,KTAICC,AP서버(epc-prd-escsvc06) cms 인스턴스 지연 발생,,,,이상징후,2011-07-24 19:20:00,2011-07-24 19:27:00,환경원인,사용량 과부하,O 해당 인스턴스 재기동 조치,AP 운영,운용,환경
INM24071130163,종료,네트워크설비운영관제,분당 - 목동 - KIBNET/KT차세대AP 간 전용회선 InterfaceDown 발생,,,,이상징후,2011-07-24 22:29:00,2011-07-24 22:29:00,환경원인,외부귀책,"[07/11]
10:29 분당 - 목동 - KIBNET/KT차세대AP 간 전용회선 InterfaceDown 발생
10:33 IT 통합관제 확인요청
10:36 기관측 담당자 통화시도 , 이상징후 발생 공지 발송
10:39 회선 트래픽 및 장비 확인
10:42 트래픽 없음 및 기관측 증속으로 미사용회선 확인
10:45 기관측 확인 사항으로 회선 증속으로 인한 미사용 회선 다운작업 영향으로 확인
10:49 이상징후 해소 공지 발송",Infra,네트워크,기타
INM24071130164,종료,API Link 플랫폼,API GW SHUB URL(http://int-in.api.kt.com/IPCheck/a) 간헐적 접속 불가 현상 발생,,,,이상징후,2011-07-24 22:50:00,2011-07-24 22:56:00,환경원인,외부귀책,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
KT Cloud 원복
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",AP 운영,운용,환경
INM24071230165,종료,API Link 플랫폼,Luppin -> msg.in.api.kt.com 연동 시 ssl handshake 오류 발생,개선불가,AO부서,,이상징후,2012-07-24 01:35:00,2012-07-24 02:06:00,환경원인,외부귀책,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
KT Cloud Ingress Controller 재배포 작업 영향(외부귀책)
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",AP 운영,운용,환경
INM24071230166,종료,글로벌커넥티드카,글로벌커넥티드카 서버(L3-GTMGW01)에서 JSMT_N 7200 Session Down : 0 이벤트 발생,,,,이상징후,2012-07-24 05:34:00,2012-07-24 05:34:00,환경원인,외부귀책,"O 고객사(J사) 세션 끊긴 이후, 재접속 하였으며 TMGW 정상 상태 확인
O 자동 해결 이후, 서비스 정상화/ 서비스 특이사항 없음",AP 운영,운용,환경
INM24071230168,종료,RCS중계,"RCS허브(p-rhub-pd1-wps02, 04)서버에서 nginx connection not enough 이벤트 발생",,,,이상징후,2012-07-24 11:16:00,2012-07-24 11:29:00,환경원인,외부귀책,O 케이스카이비 측에서 메세지 전송 결과를 정상적으로 수신처리 못하여 재처리 건 수가 증가한 것에 대해 케이스카이비 측 서버 재기동한 후 정상화되었습니다.,AP 운영,운용,환경
INM24071230169,종료,KT AICC CCaaS,콜인프라 Active IPPBX 서비스 다운으로 ccaas-pd-cib-ie02->ccaas-pd-cib-ie01 절체 발생,,,,이상징후,2012-07-24 15:50:00,2012-07-24 15:50:00,환경원인,외부귀책,서버 정상 절체 되어 서비스 영향 없음 (무중단 자동절체),AP 운영,운용,환경
INM24071330172,종료,KOS-오더,KOS-오더 배치 서버(batap02) 인스턴스(ordbatDom01Svr22) 커넥션풀 반환 에러 발생,,,,이상징후,2013-07-24 06:17:00,2013-07-24 06:17:00,환경원인,사용량 과부하,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
 - 05:51 flow 실패로 인한 상황창 개설
 - 05:52 batap02 운영자 서버 접속 완료
 - 05:53 가용 JVM 메모리 부족 현상 아님을 확인, pool 부족으로 인한 일부 배치건 실패 확인
 - 05:54 예정 배치스케줄 영향 방지를 위한 리소스 클리어차원 재기동 결정
 - 05:55 해당 인스턴스(ordbatDom01Svr22) 재기동 시작
 - 06:17 해당 인스턴스(ordbatDom01Svr22) 재기동 완료
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수
PO 재기동 후 pool max현상 해소, 배치 수행 정상 확인",Infra,미들웨어,WAS
INM24071330173,종료,블록체인기반지역화폐,블록체인기반지역화폐 카드등록 오류 건수 증가 시스템 오류 발생 이벤트 발생,,,,이상징후,2013-07-24 12:37:00,2013-07-24 12:54:00,환경원인,외부귀책,"삼성카드측 서비스 불안으로 인한 재기동 이라고만 답변받고, 재기동이후에 정상화",AP 운영,운용,환경
INM24071430177,종료,KT AICC 공공지자체,KT AICC 공공지자체 서버(prd-escsvc03)에서 Agent 행 체크 불가 이벤트 발생,,,,이상징후,2014-07-24 01:48:00,2014-07-24 02:10:00,Infra원인,Infra H/W결함,O KT클라우드에서 자체 복구,Infra,네트워크,기타
INM24071430178,종료,KT AICC 공공지자체,KT AICC 공공지자체 서버(prd-escsvc01)등 다수 서버에서 Agent 행체크 불가 이벤트 발생,,,,이상징후,2014-07-24 02:19:00,2014-07-24 02:19:00,Infra원인,Infra H/W결함,O KT클라우드 자체 조치,Infra 운영,운용,운용 오류
INM24071430182,종료,마이페이지,다수 서버 스토리지 multi path 체크 이벤트 발생,,,,이상징후,2014-07-24 20:38:00,2014-07-24 20:38:00,Infra원인,Infra H/W결함,"- kt cloud의 스토리지 컨트롤러 2대 중 1대 Fault 교체 예정
O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",Infra,서버,Storage
INM24071430184,종료,KT 테이블오더,DB서버(p-hiord-pk1-db01)에서 Galera Cluster leaving 이벤트 발생,,,,이상징후,2014-07-24 22:32:00,2014-07-24 22:32:00,Infra원인,Infra S/W결함,"O KT 테이블오더 DB서버(p-hiord-pk1-db01)에서 Galera Cluster leaving 이벤트 발생 인시던트 조치내역 :
 - 22:31 DB서버(p-hiord-pk1-db01)에서 Galera Cluster leaving 이벤트 발생
 - 22:35 AP 자동절체(db01->02)후 해소
 - 22:42 이상징후 발생 공지 발송
 - 22:50 AO 서비스 점검 결과 특이사항 없음 확인
 - 22:56 이상징후 해소 공지 발송",Infra,미들웨어,DB서버
INM24071530185,종료,취약점진단,서버(p-sse-pk1-secuDB01~05)에서 Agent 행 체크 불가 이벤트 발생,,,,이상징후,2015-07-24 00:07:00,2015-07-24 00:07:00,Infra환경,외부 전력 장애,"O [파악된 현상] 인시던트 조치 내역 :프로젝트 서버로 영향도 없음
O 프로젝트 서버로 영향도 없음",Infra 운영,관제,관제
INM24071530187,종료,마이페이지,다수 서버 ICMP Ping 체크불가 발생,,,,이상징후,2015-07-24 06:17:00,2015-07-24 06:17:00,Infra원인,관제 오설정," 06:17  IT인프라공통 , 마이페이지, KOS-Bizmate 등 복합 3종 ICMP Ping체크 불가 이벤트 발생(Genio+)
06:27  컨퍼런스 콜 개설
06:27  이상징후 발생공지 SMS발송
06:33  c-mcrm-pk1-d01 접속 정상 확인
06:35  마이페이지 제니퍼 서버로 서비스 영향 없음
06:37  IT인프라공통 백업서버로 서비스 영향 없음 확인
06:42  c-apm-pk1-a01~a03 정상 접속 확인
06:45  KOS-Bizmate 서비스 정상확인
06:49  c-mpms-pk1-a01 재기동
07:03  제니퍼 프로세스 기동
07:05  제니퍼 관제 정상화 확인
07:10  [완료]이상징후 종료공지 SMS발송",Infra 운영,관제,관제
INM24071530188,종료,API Link 플랫폼,운영부서(ktds 인증플랫폼팀)확인 결과 외부사(카카오)측 청구서 대량발송 작업 영향으로 카카오측 조치 후 정상화 확인하였습니다,,,,이상징후,2015-07-24 08:20:00,2015-07-24 08:41:00,환경원인,외부귀책,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
카카오페이 복구(외부복구)
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",AP 운영,운용,환경
INM24071530190,종료,KT AICC CCaaS,콜인프라 Active IPPBX 서비스 다운으로 ccaas-pd-cib-ie01->ccaas-pd-cib-ie02 절체 발생,,,,이상징후,2015-07-24 09:08:00,2015-07-24 09:08:00,환경원인,자연해소,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 콜인프라 Active IPPBX 서비스 다운으로 ccaas-pd-cib-ie01->ccaas-pd-cib-ie02 절체 발생 자동절체됨.",AP 운영,운용,환경
INM24071530191,종료,마이데이터서비스플랫폼,관제툴(LAMP)에서 캐시API 연동 오류 이벤트 발생,,,,이상징후,2015-07-24 09:26:00,2015-07-24 09:32:00,환경원인,외부귀책,O 비티소프트(외부사) API 호출 중단,AP 운영,운용,환경
INM24071530195,종료,KT AICC CCaaS,서비스 통화품질 저하 VOC발생,개선가능,AO부서,,4등급,2015-07-24 10:34:00,2015-07-24 12:09:00,환경원인,외부귀책,해당 기능 동작하는 서버 3대 중 정상서버 1대로 서비스 진행,Infra 운영,운용,환경
INM24071630199,종료,KT AICC CCaaS,콜인프라 Active IPPBX 서비스 다운으로 ccaas-pd-cib-ie01->ccaas-pd-cib-ie02 절체 발생,,,,이상징후,2016-07-24 12:35:00,2016-07-24 12:35:00,환경원인,외부귀책,서버 정상 절체 되어 서비스 영향 없음 (무중단 자동절체),AP 운영,운용,환경
INM24071630200,종료,KOS-Billing,001 Free 상품 할인 과소 적용,개선가능,VOC접수,,요금사고,2015-07-24 10:17:57,2016-07-24 13:57:57,인적원인,연관도 파악 미흡,"O [파악된 현상] 인시던트 조치 내역 :
 1) '24.07.15 (월) 10:17 빌링운영팀 VOC 접수
 2) '24.07.15 (월) 14:42 VOC에 대한 빌링개발팀 확인 요청
 3) '24.07.15 (월) 16:50 원인 분석 및 조치 방안 확인
 4) '24.07.16 (화) 10:00 대상 식별 및 요금 조정 처리 완료 (/w 빌링운영팀)
 5) '24.07.16 (화) 14:50 KOS 팝업 등록 요청 (/w 고객운영팀)
 6) '24.07.16(화) 18:00	KOS 팝업 등록 완료 (/w 고객운영팀)",AP 개발,테스트,테스트 수행
INM24071630201,종료,KT AICC 공공지자체,AIBOT CMS 접속 불가 발생,개선가능,IO부서,,이상징후,2016-07-24 14:37:00,2016-07-24 14:55:00,환경원인,사용량 과부하,"O 이상징후 발생즉시 AP 재기동 조치
O 근본 원인 해소",Infra 운영,운용,환경
INM24071630202,종료,API Link 플랫폼,관제툴(LAMP)에서 kbank 관련 API 연동오류 발생,,,,이상징후,2016-07-24 15:53:00,2016-07-24 16:06:00,환경원인,외부귀책,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
Kbank 영향(외부원인)
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",AP 운영,운용,환경
INM24071730208,종료,KTAICC,"서버(epc-prd-escsvc05,06)에서 ecms_cms CMS Error 이벤트 발생",,,,이상징후,2017-07-24 14:50:00,2017-07-24 15:07:00,환경원인,사용량 과부하,O 해당 인스턴스 재기동 조치,AP 운영,운용,환경
INM24071830215,종료,KT원격오피스,서버(p-reoff-pk1-d01)에서 Mysql+safe 프로세스 미구동 이벤트 발생,,,,이상징후,2018-07-24 00:02:00,2018-07-24 00:02:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
   00:02 p-reoff-pk1-d01 에서 Mysql+safe 프로세스 미구동 이벤트 발생
   00:07 컨콜개설
   00:09 이상징후 발생 공지 전파
   00:09 /data 볼륨 없어서 DB 기동 불가(김현주B)
   00:15 /data 마운트 비정상 확인(고재선D)
   00:46 이상징후 해소 공지 전파(후속 조치 진행)
   00:46 후속조치 상황창 개설
   00:47 /data 영역 마운트 정상 확인(고재선D)
   00:56 00:05 OS 재기동 발생 확인(윤성준D)
   01:32 일부 DB 테이블 오류 발생(김현주B)
   02:08 DB 기동 완료
   02:37 DB 점검 정상 확인(김현주B)
   02:45 서비스 정상 확인(오광훈C)
   02:45 /data 볼륨 백업 restore 진행(윤성준D)
   02:53 업무공지 전파(서비스 정상)
   02:59 /data 볼륨 백업 restore 완료(윤성준D)
   03:00 백업 restore 된 /data 볼륨으로 DB 복구 진행(AP요청으로 진행)
   04:49 DB 복구 완료
   04:53 DB 점검 정상 확인(김현주B)
   04:58 서비스 정상 확인(오광훈C)
7/18
   10:00 Lifekeeper 엔지니어 원인 분석중

O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",Infra,서버,Storage
INM24071830222,종료,KOS-오더,[비가용성장애] USIM 국번 할당 오류,개선불가,VOC접수,,요금사고,2018-07-24 16:52:50,2018-07-24 16:52:50,인적원인,연관도 파악 미흡,"05.29	IoT사업팀을 통해 부여받은 012-4211국번 3천건 현대차 -> 르노사 용도로 변경
06.28	글로벌OEM 제조사와 eSIM 개통 점검 및 오류(6.28)
07.02	르노사에서 사용 가능하도록 신규 번호대역 할당(7.2)
07.18	새로 부여된 번호에 맞는 eSIM 재생산 이슈(7.18)",AP 운영,운용,운용 오류
INM24071830224,종료,KT AICC CCaaS,KT AICC CCaaS 서버(ccaas-pd-cib-ie02)에서 5060 Port Down 이벤트 발생,,,,이상징후,2018-07-24 18:01:00,2018-07-24 18:01:00,환경원인,외부귀책,자동절체 되었으며 서비스 정상,AP 운영,운용,환경
INM24071830225,종료,Dev-Space,Dev-Space Tool URL(nexus.dspace.kt.co.kr)에서 Bad Gateway 이벤트 발생,,,,이상징후,2018-07-24 19:42:00,2018-07-24 19:52:00,환경원인,사용량 과부하,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수

Application 재기동을 통해서 해소",AP 운영,운용,환경
INM24071830226,종료,블록체인기반지역화폐,전자식 온누리상품권 플랫폼 URL(biz.e-onnurigiftcard.com)에서 1003 코드 에러 이벤트 발생,,,,이상징후,2018-07-24 23:36:00,2018-07-24 23:39:00,인적원인,연관도 파악 미흡,"23:36  전자식 온누리상품권 플랫폼 URL(biz.e-onnurigiftcard.com)에서 1003 코드 에러 이벤트 발생(앱센서, W-MON)
23:39  이상징후 발생공지 SMS발송
23:39  컨퍼런스콜 개설
23:41  인증서 교체 작업간  문제 발생하여  원복조치(보안침해대응팀)
23:42  W-MON 이벤트 해소 확인(IT통합관제팀)
23:45  고객서비스(결제, 충전, 계좌등록등) 영향없고  웹접속만 안됨(DX플랫폼팀)
23:52  [완료]이상징후 해소공지SMS발송",AP 운영,운용,환경
INM24071930228,종료,IT인프라_Shared,분당 코어 스위치 2호기에서 3번 PSU Shutdown 이벤트 발생,,,,이상징후,2019-07-24 04:35:00,2019-07-24 04:35:00,Infra원인,Infra H/W결함,"2024년 07월 19일(금)
04:34 분당IDC 3층 Core Switch 2호기 PSU 3번 shutdown 이벤트 발생
04:36 sDSC NW OP 상황 전파
04:38 PSU 다중화 (6개)로 서비스 영향도 없음 확인 (네트워크인프라팀 이상준(협) )
04:38 -?이상징후 발생/해소 공지 발송 요청
04:43 -?이상징후 발생/해소 공지 발송 완료",Infra,네트워크,Switch
INM24071930229,종료,글로벌커넥티드카,NDT_MS(네트워크에러/연결해지) 이벤트 발생,,,,이상징후,2019-07-24 07:34:00,2019-07-24 07:34:00,환경원인,외부귀책,"O 외부사(D사) 세션 끊긴 이후, D사 외부 조치로 TMGW 정상화
O 외부 복구 이후, 서비스 정상화/ 서비스 특이사항 없음",AP 운영,운용,환경
INM24071930230,종료,ERP,ERP-데이터통계관리 서버(bwpap02p)에서 Agent 행 체크 불가 이벤트 발생,,,,이상징후,2019-07-24 07:51:00,2019-07-24 07:51:00,Infra원인,관제 오설정,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수
07:51   ERP-데이터통계관리 서버(bwpap02p)에서 Agent 행 체크 불가 이벤트 발생(looks)
07:58  이상징후  발생공지 SMS발송
08:02  서버  접속  되며 룩스 Agent  행 확인되어  후속 기동 조치 예정(경영인프라팀)
08:03  서비스 영향 없음(BizDX개발팀)
08:09  agent 기동 조치 완료(경영인프라팀)
08:12  [완료]이상징후 해소공지 SMS발송",Infra,서버 S/W,OS
INM24071930231,종료,KOS-오더,갤럭시 폴더블6 실판 대량 개통으로 인한 모빈스(보험가입 중계기관) 측 지연으로 단말보험 가입/해지 처리 지연,,,,이상징후,2019-07-24 10:05:00,2019-07-24 10:28:00,환경원인,외부귀책,모빈스 호출 서비스의 호출 SKIP으로 지연 해소.,AP 운영,운용,환경
INM24071930232,종료,RCS중계,RCS허브 서버 (p-rhub-pk1-rcs02 등 다수)에서 SKT 71010 MAAP-FE API 에러 이벤트 발생,,,,이상징후,2019-07-24 10:07:00,2019-07-24 10:21:00,환경원인,외부귀책,O 삼성측 RCS AS 일부 장애로 재기동,AP 운영,운용,환경
INM24072130241,종료,고객센터상담관리,서버(ca-aicc-qa-02)에서 gpu 1번 fault로 인한 Agent 행체크 불가 이벤트 발생/해소 반복현상,,,,이상징후,2021-07-24 03:28:00,2021-07-24 03:28:00,Infra원인,Infra H/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
02:42 ~ 03:26 ca-aicc-qa-02 Agent 행 체크 불가 이벤트 발생/해소 반복현상
03:05 ca-aicc-qa-02 GPU 1번 Fault 확인
03:10 AO 서비스 점검 결과 특이 사항 없음.
03:29 [이상징후 발생/해소 공지]
1. 서비스명 : 고객센터상담관리(고객센터상담부가)
 - 발생시간 : 07/21 03:28
 - 해소시간 : 07/21 03:28
2. 영향도 : 다중화로 서비스 영향 없음
3. 현상 : 서버(ca-aicc-qa-02)에서 GPU 1번 Fault로 인한 Agent 행체크 불가 이벤트 발생/해소 반복현상
4. 공지사항 : 운영부서(ktds DX인프라팀, AI고객서비스팀) 서버(ca-aicc-qa-02) AP 프로세스 중지하였으며 gpu 1번 교체 후속조치 예정입니다.
5. 문의처 : IT통합관제센터(02-3679-9995)",Infra,서버,기타
